Table,State,District,Sub-,Area name,Mother,Mother tongue name,Total,,,Rural,,,Urban,,
name,code,code,district,,tongue,,P,M,F,P,M,F,P,M,F
,,,code,,code,,1,2,3,4,5,6,7,8,9
C0116,17,000,00000,MEGHALAYA,080000,80 LIMBU ,15,7,8,14,6,8,1,1,0
C0116,17,000,00000,MEGHALAYA,080002, Limbu,1,1,0,1,1,0,0,0,0
C0116,17,000,00000,MEGHALAYA,080999,80 Others ,14,6,8,13,5,8,1,1,0
C0116,17,000,00000,MEGHALAYA,081000,81 LOTHA ,228,177,51,19,15,4,209,162,47
C0116,17,000,00000,MEGHALAYA,081001, Lotha,228,177,51,19,15,4,209,162,47
C0116,17,000,00000,MEGHALAYA,082000,82 LUSHAI/MIZO ,4455,2175,2280,316,163,153,4139,2012,2127
C0116,17,000,00000,MEGHALAYA,082005, Lushai/Mizo,4455,2175,2280,316,163,153,4139,2012,2127
C0116,17,000,00000,MEGHALAYA,084000,84 MAO,225,110,115,42,23,19,183,87,96
C0116,17,000,00000,MEGHALAYA,084001, Mao,185,90,95,33,19,14,152,71,81
C0116,17,000,00000,MEGHALAYA,084003, Paola,39,19,20,9,4,5,30,15,15
C0116,17,000,00000,MEGHALAYA,084999,84 Others ,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,086000,86 MARING ,2,1,1,2,1,1,0,0,0
C0116,17,000,00000,MEGHALAYA,086001, Maring,2,1,1,2,1,1,0,0,0
C0116,17,000,00000,MEGHALAYA,087000,87 MIRI/MISHING,131,75,56,80,41,39,51,34,17
C0116,17,000,00000,MEGHALAYA,087003, Miri/Mishing,131,75,56,80,41,39,51,34,17
C0116,17,000,00000,MEGHALAYA,088000,88 MISHMI ,30,26,4,3,1,2,27,25,2
C0116,17,000,00000,MEGHALAYA,088007, Mishmi,22,22,0,1,1,0,21,21,0
C0116,17,000,00000,MEGHALAYA,088999,88 Others ,8,4,4,2,0,2,6,4,2
C0116,17,000,00000,MEGHALAYA,089000,89 MOGH ,4,2,2,0,0,0,4,2,2
C0116,17,000,00000,MEGHALAYA,089004, Mogh,4,2,2,0,0,0,4,2,2
C0116,17,000,00000,MEGHALAYA,090000,90 MONPA ,90,83,7,8,6,2,82,77,5
C0116,17,000,00000,MEGHALAYA,090003, Monpa,90,83,7,8,6,2,82,77,5
C0116,17,000,00000,MEGHALAYA,091000,91 MUNDA,761,411,350,689,371,318,72,40,32
C0116,17,000,00000,MEGHALAYA,091009, Munda,304,171,133,240,139,101,64,32,32
C0116,17,000,00000,MEGHALAYA,091999,91 Others ,457,240,217,449,232,217,8,8,0
C0116,17,000,00000,MEGHALAYA,092000,92 MUNDARI ,27,19,8,9,9,0,18,10,8
C0116,17,000,00000,MEGHALAYA,092005, Mundari,27,19,8,9,9,0,18,10,8
C0116,17,000,00000,MEGHALAYA,094000,94 NISSI/DAFLA ,318,270,48,24,12,12,294,258,36
C0116,17,000,00000,MEGHALAYA,094001, Apatani,113,95,18,3,1,2,110,94,16
C0116,17,000,00000,MEGHALAYA,094007, Nissi/Dafla,137,122,15,20,10,10,117,112,5
C0116,17,000,00000,MEGHALAYA,094008, Tagin,51,43,8,1,1,0,50,42,8
C0116,17,000,00000,MEGHALAYA,094999,94 Others ,17,10,7,0,0,0,17,10,7
C0116,17,000,00000,MEGHALAYA,095000,95 NOCTE ,74,67,7,5,2,3,69,65,4
C0116,17,000,00000,MEGHALAYA,095003, Nocte,73,66,7,5,2,3,68,64,4
C0116,17,000,00000,MEGHALAYA,095999,95 Others ,1,1,0,0,0,0,1,1,0
C0116,17,000,00000,MEGHALAYA,096000,96 PAITE,770,396,374,93,51,42,677,345,332
C0116,17,000,00000,MEGHALAYA,096002, Paite,755,390,365,93,51,42,662,339,323
C0116,17,000,00000,MEGHALAYA,096999,96 Others ,15,6,9,0,0,0,15,6,9
C0116,17,000,00000,MEGHALAYA,098000,98 PAWI ,4,2,2,0,0,0,4,2,2
C0116,17,000,00000,MEGHALAYA,098001, Pawi,4,2,2,0,0,0,4,2,2
C0116,17,000,00000,MEGHALAYA,100000,100 PHOM ,13,10,3,0,0,0,13,10,3
C0116,17,000,00000,MEGHALAYA,100001, Phom,13,10,3,0,0,0,13,10,3
C0116,17,000,00000,MEGHALAYA,102000,102 RABHA ,21671,10904,10767,20503,10291,10212,1168,613,555
